County,City,PostalCode,ModelYear,Make,Model,ElectricVehicleType,ElectricRange,MSRP,CAFVEligibility,Latitude,Longitude,CensusTract,ElectricUtility
Spokane,Everett,98128,2014,Hyundai,Model 3,BEV,257,67264,Eligible,45.944276201859616,-120.79739059655031,206960,Puget Sound Energy
Snohomish,Vancouver,99899,2021,Tesla,Kona Electric,BEV,284,32490,Eligible,48.76765382242283,-119.5929626749441,139015,Puget Sound Energy
Snohomish,Seattle,99284,2023,Chevrolet,Model 3,PHEV,198,79011,Eligible,48.53574123690375,-118.88626936372958,433857,Puget Sound Energy
Spokane,Seattle,98514,2023,Hyundai,Kona Electric,BEV,204,66661,Not Eligible,46.31763161212683,-117.3211519150064,828165,Avista
King,Spokane,98448,2015,Chevrolet,i3,BEV,215,49502,Eligible,48.224301665909216,-121.90999421866027,245109,Avista
Pierce,Seattle,99923,2017,Hyundai,Kona Electric,BEV,139,60757,Eligible,47.63000057610891,-118.65014864144882,577508,Avista
King,Everett,99127,2018,Nissan,Bolt,BEV,235,66111,Not Eligible,48.898166490074544,-120.11469869006346,886351,Avista
King,Everett,99506,2021,Tesla,Kona Electric,BEV,223,57737,Eligible,46.80761980836921,-121.75437858596584,188754,Avista
King,Seattle,99247,2015,Tesla,Kona Electric,BEV,266,42709,Eligible,47.8851121438101,-118.45205554132346,321775,Puget Sound Energy
Clark,Seattle,99855,2017,BMW,i3,PHEV,313,69682,Not Eligible,45.72237502848372,-119.91055517887,405292,Seattle City Light
Snohomish,Spokane,98873,2022,Hyundai,Kona Electric,BEV,146,79279,Not Eligible,46.88686571385742,-119.20367016577711,827513,Avista
King,Seattle,99889,2012,Chevrolet,i3,PHEV,166,33998,Not Eligible,48.873361814158635,-121.40114305424365,776894,Seattle City Light
Snohomish,Spokane,99514,2019,Tesla,Bolt,BEV,248,53906,Not Eligible,47.38643306057542,-120.37171931312056,846355,Tacoma Power
Spokane,Spokane,98472,2018,Tesla,i3,BEV,70,60490,Eligible,46.50757826167196,-119.48719736857757,972510,Tacoma Power
Pierce,Seattle,99033,2022,Ford,Model 3,BEV,249,29656,Not Eligible,45.92094837095012,-120.86807970724601,156879,Avista
Spokane,Tacoma,99428,2022,Ford,i3,BEV,297,75477,Eligible,47.96234919063536,-122.21057849098995,219894,Tacoma Power
Spokane,Tacoma,99919,2020,Tesla,Bolt,PHEV,325,61901,Not Eligible,47.75699615200404,-117.24933679995053,690127,Seattle City Light
Clark,Spokane,98301,2014,Hyundai,Mustang Mach-E,BEV,313,50735,Eligible,46.80878549761321,-120.17546098972299,129756,Tacoma Power
Pierce,Seattle,98230,2013,BMW,Kona Electric,BEV,107,77021,Not Eligible,48.82829473153042,-118.72951759312994,768043,Tacoma Power
Spokane,Tacoma,99754,2012,Tesla,i3,BEV,80,54092,Not Eligible,45.57770984545748,-120.82819324188563,280557,Seattle City Light
Spokane,Seattle,98922,2014,Nissan,Kona Electric,PHEV,298,26242,Not Eligible,46.56303348071139,-121.19164353383285,329303,Tacoma Power
Pierce,Seattle,99089,2016,Chevrolet,Leaf,BEV,142,66307,Eligible,48.72374320204854,-120.8534320599637,504241,Avista
Pierce,Seattle,98936,2022,BMW,Model 3,PHEV,314,26831,Eligible,46.62327403411804,-120.84022181539328,774075,Seattle City Light
Spokane,Vancouver,98111,2013,Nissan,Model 3,BEV,320,75721,Not Eligible,46.3828849184931,-119.9628292463773,591599,Seattle City Light
Pierce,Seattle,99036,2023,BMW,Leaf,BEV,143,53511,Not Eligible,47.369771434759365,-119.96744584512113,595283,Puget Sound Energy
Spokane,Vancouver,99416,2014,Nissan,Leaf,BEV,203,32246,Eligible,48.383306124721884,-120.26850019676134,717231,Puget Sound Energy
Spokane,Spokane,98499,2015,Chevrolet,i3,BEV,334,56467,Not Eligible,45.86101366307426,-122.62389239803666,842476,Seattle City Light
Clark,Tacoma,98931,2018,Chevrolet,Leaf,BEV,129,43302,Not Eligible,48.80057248376008,-120.27550938974655,248188,Seattle City Light
King,Tacoma,98597,2014,Ford,Mustang Mach-E,BEV,341,28232,Eligible,48.282755084134074,-122.40082464726576,661032,Puget Sound Energy
Spokane,Tacoma,98233,2020,Hyundai,Kona Electric,PHEV,133,61526,Not Eligible,46.134375894430434,-122.68011738907752,224697,Avista
Snohomish,Tacoma,98601,2019,Nissan,Kona Electric,PHEV,86,63765,Eligible,47.99202786419357,-117.4378028372824,580795,Tacoma Power
King,Tacoma,98313,2015,Ford,Bolt,PHEV,281,76507,Eligible,46.84735552923145,-119.56782491453993,740360,Tacoma Power
King,Tacoma,98565,2012,Nissan,Leaf,BEV,142,35972,Eligible,46.908031373267114,-119.2133146221902,495340,Tacoma Power
King,Tacoma,99035,2012,Ford,Leaf,BEV,151,73136,Eligible,48.241515323536035,-120.88834114283314,336028,Seattle City Light
Clark,Spokane,98208,2012,Chevrolet,Mustang Mach-E,BEV,215,59592,Not Eligible,48.86974682793256,-117.59162420255338,793411,Avista
Spokane,Seattle,99997,2012,BMW,Model 3,PHEV,208,35683,Eligible,45.94329555496518,-119.35345181773218,107176,Puget Sound Energy
Clark,Everett,99037,2019,Ford,Model 3,PHEV,63,48664,Not Eligible,46.97220582907587,-118.50039584809669,977742,Avista
Spokane,Vancouver,99656,2014,Nissan,Kona Electric,BEV,274,61828,Not Eligible,47.18329562829506,-121.10434395131986,876653,Avista
Clark,Everett,99441,2017,Nissan,Kona Electric,BEV,122,79476,Not Eligible,46.81709135934249,-117.25992277467569,558034,Tacoma Power
Clark,Everett,99460,2014,Hyundai,i3,BEV,298,58172,Eligible,46.77116193300679,-118.16700161397095,613611,Puget Sound Energy
Snohomish,Seattle,99400,2022,Chevrolet,Mustang Mach-E,BEV,140,43105,Not Eligible,45.682940336465585,-117.94933499040546,249748,Avista
Clark,Seattle,99043,2016,Nissan,Bolt,BEV,265,46700,Eligible,47.89938517196918,-122.38073726173259,145177,Puget Sound Energy
Pierce,Seattle,98586,2018,Tesla,Bolt,BEV,139,36017,Eligible,47.02675045992016,-121.73873914883707,583512,Seattle City Light
Snohomish,Tacoma,99935,2013,BMW,Mustang Mach-E,PHEV,78,61613,Eligible,46.181778309253744,-121.64342710205675,210623,Tacoma Power
Clark,Spokane,99778,2017,Ford,Bolt,BEV,269,45594,Eligible,48.35611725805724,-121.73909004889533,625285,Puget Sound Energy
King,Tacoma,99758,2017,Hyundai,Model 3,BEV,264,36384,Not Eligible,48.3089626185307,-117.93984694632213,552546,Seattle City Light
Pierce,Spokane,99014,2022,BMW,Bolt,PHEV,270,55348,Eligible,47.20237069831113,-123.29274883114415,596184,Seattle City Light
Pierce,Spokane,99093,2014,Chevrolet,Bolt,BEV,91,41448,Not Eligible,46.54457731401716,-123.00535007162496,744467,Seattle City Light
Pierce,Everett,99847,2017,Hyundai,Mustang Mach-E,BEV,184,34491,Eligible,47.73332454028758,-121.71955334090562,347439,Avista
Snohomish,Everett,99234,2021,Ford,Mustang Mach-E,BEV,91,38112,Eligible,46.50853247522091,-122.20082566477862,744691,Avista
Clark,Spokane,99124,2021,Ford,Bolt,BEV,213,56021,Not Eligible,46.326027756132994,-121.99291250976148,195287,Tacoma Power
Clark,Spokane,98697,2016,Tesla,Leaf,BEV,332,69553,Not Eligible,48.05680128909214,-118.31336926985355,219574,Tacoma Power
King,Tacoma,98131,2023,Chevrolet,Mustang Mach-E,PHEV,107,25968,Eligible,45.64113833902333,-119.83967713970169,880751,Seattle City Light
King,Tacoma,99646,2013,Hyundai,i3,BEV,74,25368,Eligible,45.83168964862108,-123.46249070159571,221509,Tacoma Power
Pierce,Everett,99404,2020,Hyundai,i3,BEV,122,33424,Eligible,45.52375860908256,-120.70940202292273,447591,Avista
King,Seattle,99155,2019,Nissan,Model 3,BEV,178,60010,Eligible,46.03530115266399,-120.84874797547266,995954,Tacoma Power
Snohomish,Spokane,99043,2014,Tesla,Bolt,BEV,136,79154,Not Eligible,45.74146503048661,-122.75935574861046,549181,Puget Sound Energy
Clark,Tacoma,99929,2019,Tesla,Leaf,PHEV,202,60851,Not Eligible,48.985308287229714,-119.10507837409052,443288,Avista
Pierce,Everett,98535,2020,Hyundai,Model 3,PHEV,231,50496,Eligible,46.51083489483931,-118.93636827553331,872793,Seattle City Light
King,Tacoma,99013,2014,Hyundai,Bolt,BEV,174,55936,Not Eligible,46.022438044342366,-118.81419407616137,292589,Seattle City Light
Snohomish,Spokane,98226,2014,BMW,Mustang Mach-E,PHEV,116,38322,Eligible,46.34348690298571,-118.76493885386915,979125,Tacoma Power
Snohomish,Spokane,99177,2013,BMW,i3,BEV,55,26469,Eligible,48.776439500390474,-123.49965662494007,456459,Avista
King,Vancouver,99828,2019,BMW,Kona Electric,PHEV,174,62493,Eligible,47.32056078058538,-117.29951477499631,588720,Seattle City Light
Clark,Seattle,99765,2021,Tesla,Leaf,BEV,102,29259,Not Eligible,46.7768633370775,-118.2076430141447,913819,Seattle City Light
King,Vancouver,99492,2012,Nissan,Kona Electric,PHEV,115,61390,Eligible,48.55687010268227,-117.62411897216964,104090,Avista
Pierce,Everett,98821,2019,Ford,i3,PHEV,131,35292,Eligible,46.88246594692161,-123.39831858050168,518161,Avista
King,Tacoma,98870,2018,BMW,Kona Electric,BEV,136,51841,Eligible,46.672529994851935,-117.4299178273927,926671,Seattle City Light
Snohomish,Everett,98404,2018,Nissan,Mustang Mach-E,BEV,51,53365,Eligible,46.22548882892407,-118.23637456352732,103743,Tacoma Power
King,Spokane,98201,2014,Chevrolet,Bolt,PHEV,253,42207,Not Eligible,46.82228888368294,-118.05807557076847,130924,Tacoma Power
Clark,Vancouver,98037,2012,BMW,Mustang Mach-E,PHEV,199,61199,Eligible,46.60839524605924,-122.8936319993072,241268,Tacoma Power
Spokane,Vancouver,98941,2015,Ford,Kona Electric,BEV,342,47912,Eligible,47.870563857543495,-118.69794281202911,978247,Puget Sound Energy
King,Vancouver,99795,2020,Chevrolet,Mustang Mach-E,PHEV,152,61919,Not Eligible,46.513539466347545,-117.2605415173264,729600,Avista
Clark,Everett,98187,2016,Chevrolet,i3,BEV,73,61981,Not Eligible,47.52019911247896,-119.08944228078195,431004,Seattle City Light
Clark,Spokane,99080,2012,Ford,Leaf,BEV,261,40235,Not Eligible,45.7306225776119,-119.79135086994006,840537,Puget Sound Energy
Snohomish,Tacoma,98940,2016,BMW,Mustang Mach-E,BEV,114,66757,Eligible,46.1695120484378,-117.35340709463152,848378,Tacoma Power
Clark,Tacoma,99043,2019,Tesla,i3,BEV,258,58547,Eligible,46.92591845063972,-120.62090870872616,329602,Puget Sound Energy
Clark,Everett,98272,2019,Ford,Leaf,PHEV,300,73119,Eligible,48.779322388680434,-119.60459181898189,442543,Seattle City Light
Clark,Vancouver,99142,2016,Ford,Bolt,BEV,166,68810,Eligible,46.820381950004936,-120.40380109228661,935227,Seattle City Light
Clark,Seattle,98582,2023,Ford,Kona Electric,PHEV,165,44276,Not Eligible,47.82425942419942,-117.43649956115806,937985,Avista
Pierce,Everett,98515,2020,Chevrolet,Bolt,BEV,286,56923,Eligible,46.392805278474896,-123.00544927602421,608928,Tacoma Power
Pierce,Everett,99244,2012,Nissan,Model 3,BEV,154,30534,Eligible,45.94461751590631,-120.24272194463524,203976,Tacoma Power
Snohomish,Spokane,98525,2015,Tesla,i3,BEV,308,51469,Eligible,45.704878100280176,-119.03480913099465,255183,Puget Sound Energy
King,Tacoma,99538,2014,BMW,Leaf,BEV,95,61074,Eligible,46.56894724489963,-118.35260750025546,737854,Tacoma Power
Clark,Everett,99751,2013,BMW,Mustang Mach-E,BEV,265,60670,Not Eligible,46.05181359378918,-119.71037879161311,357443,Puget Sound Energy
King,Everett,99764,2019,Nissan,Bolt,BEV,73,57563,Eligible,46.10903656805643,-117.59203466321055,744256,Seattle City Light
King,Vancouver,98335,2018,Ford,Leaf,BEV,84,71159,Eligible,48.162657579354324,-117.37705559525483,161600,Seattle City Light
Snohomish,Vancouver,98697,2020,Tesla,i3,BEV,73,61486,Eligible,45.55543324830706,-123.0819250492417,674310,Seattle City Light
Clark,Seattle,99078,2013,BMW,Model 3,BEV,77,25021,Eligible,47.45233544007402,-120.88459149298107,758559,Seattle City Light
Clark,Spokane,98499,2015,Hyundai,Bolt,BEV,65,59268,Eligible,46.82811483207713,-123.3475163588125,937329,Seattle City Light
Spokane,Seattle,98899,2017,BMW,Kona Electric,PHEV,108,66802,Not Eligible,47.272924999679915,-121.35879172706612,924470,Puget Sound Energy
King,Vancouver,99911,2022,Ford,Leaf,PHEV,292,40799,Eligible,47.46990583025111,-120.01035658319108,223323,Seattle City Light
King,Tacoma,98765,2014,Hyundai,Kona Electric,BEV,256,51336,Not Eligible,46.59678693060047,-117.57983295168533,286110,Puget Sound Energy
Pierce,Vancouver,98535,2019,Nissan,Leaf,BEV,320,28641,Not Eligible,46.532881010645,-117.99739690397489,744566,Seattle City Light
Spokane,Spokane,98161,2014,Tesla,Leaf,BEV,298,46596,Not Eligible,48.06690647267217,-122.67125177663209,997486,Puget Sound Energy
Pierce,Vancouver,99693,2023,Nissan,i3,PHEV,316,57959,Not Eligible,48.54946945842405,-122.89530256418418,370041,Puget Sound Energy
Pierce,Spokane,98593,2013,Nissan,i3,BEV,242,38306,Eligible,46.174035713604844,-119.66976229808166,688829,Puget Sound Energy
Pierce,Spokane,99938,2014,Tesla,i3,BEV,267,71182,Eligible,45.84166566187302,-120.04123317901791,206968,Tacoma Power
Snohomish,Spokane,98158,2022,Tesla,Mustang Mach-E,BEV,164,33587,Eligible,48.64228532237209,-121.76854533070484,639180,Puget Sound Energy
Snohomish,Spokane,99211,2017,BMW,Leaf,BEV,117,56359,Not Eligible,46.72463412276589,-117.65355495040006,124815,Puget Sound Energy
Pierce,Spokane,98059,2013,BMW,Bolt,BEV,348,46498,Not Eligible,47.42961086731985,-117.4721183384999,932044,Seattle City Light
Spokane,Tacoma,98914,2019,Tesla,Kona Electric,PHEV,124,29662,Not Eligible,46.75840100582001,-120.88302565078894,526573,Puget Sound Energy
King,Seattle,99840,2012,Hyundai,i3,BEV,152,62094,Eligible,45.94030817721118,-117.71303337876212,568304,Puget Sound Energy
Spokane,Everett,99342,2018,Chevrolet,i3,BEV,346,66833,Not Eligible,47.56266075731705,-121.00433218729067,902699,Avista
Clark,Seattle,99901,2013,BMW,Kona Electric,BEV,227,52197,Eligible,47.33799298119371,-118.71069059310695,904700,Tacoma Power
Snohomish,Spokane,98210,2021,Chevrolet,Kona Electric,BEV,264,45719,Eligible,46.21047745716919,-120.4063755859398,738751,Avista
King,Tacoma,98405,2023,Hyundai,Leaf,PHEV,88,49665,Eligible,47.08154165628297,-122.70320948270331,564151,Seattle City Light
King,Vancouver,98663,2017,Tesla,i3,BEV,308,68239,Eligible,48.28931626405476,-117.46842769195936,981779,Tacoma Power
Clark,Tacoma,99132,2023,Hyundai,Kona Electric,PHEV,253,50032,Eligible,47.56649136087762,-120.54837214304601,290732,Tacoma Power
Clark,Spokane,99099,2013,BMW,Mustang Mach-E,BEV,56,37641,Eligible,45.83921064473448,-118.72583423790438,296599,Avista
Pierce,Tacoma,98541,2013,Nissan,Mustang Mach-E,BEV,98,66964,Eligible,47.418075240301974,-121.1133702061966,294451,Tacoma Power
Snohomish,Tacoma,99337,2021,Tesla,i3,PHEV,75,55028,Not Eligible,47.95958404751355,-123.37727428925447,456686,Avista
Snohomish,Spokane,98997,2019,Ford,Kona Electric,BEV,210,70494,Not Eligible,48.27446192023263,-122.84655266850307,796631,Puget Sound Energy
Spokane,Tacoma,99140,2023,Chevrolet,Leaf,PHEV,225,79646,Not Eligible,47.701911525219934,-120.2745733833155,428756,Avista
Pierce,Everett,98926,2013,Hyundai,Leaf,BEV,128,40651,Eligible,46.03430357589274,-119.01523167867865,238307,Tacoma Power
Pierce,Everett,98867,2018,Tesla,Leaf,PHEV,51,33536,Not Eligible,47.98560643306556,-121.32422037723468,188757,Tacoma Power
Pierce,Tacoma,99727,2014,Hyundai,Model 3,BEV,181,76863,Not Eligible,47.870696461285306,-118.97932501534527,509633,Seattle City Light
Pierce,Vancouver,98018,2019,Tesla,i3,BEV,325,70712,Eligible,45.585494090292215,-118.95886866869229,984507,Seattle City Light
Snohomish,Spokane,98431,2018,BMW,Leaf,PHEV,166,31273,Eligible,46.941116836565854,-118.92441660236909,396753,Seattle City Light
Snohomish,Everett,99708,2019,BMW,Mustang Mach-E,PHEV,213,31284,Eligible,46.665325864368306,-120.29860794886669,989217,Seattle City Light
Pierce,Vancouver,98739,2018,BMW,Kona Electric,PHEV,337,50692,Eligible,47.84294222488775,-117.55324002421023,354200,Tacoma Power
Spokane,Tacoma,99373,2022,Hyundai,Bolt,PHEV,77,33817,Not Eligible,46.25647534308822,-120.320222633126,647933,Seattle City Light
King,Vancouver,98182,2017,Ford,Bolt,PHEV,50,53955,Not Eligible,47.568051730409906,-120.57327624227185,556089,Avista
King,Seattle,98112,2018,BMW,Leaf,BEV,237,51555,Eligible,48.696220866349606,-122.20402467643092,819918,Puget Sound Energy
Spokane,Everett,99206,2016,Tesla,Bolt,BEV,105,45378,Not Eligible,48.29230830273013,-121.50024193218381,424377,Tacoma Power
Pierce,Tacoma,98480,2018,BMW,Bolt,BEV,84,75830,Not Eligible,48.72510207675786,-123.22482579863103,473587,Seattle City Light
Snohomish,Spokane,99169,2012,Nissan,Model 3,BEV,161,66182,Not Eligible,48.92477088426442,-119.38202059149489,254473,Tacoma Power
King,Tacoma,98830,2012,BMW,Mustang Mach-E,BEV,335,42127,Eligible,45.53734544452157,-121.88451766447389,894203,Seattle City Light
Clark,Spokane,99651,2020,Hyundai,Mustang Mach-E,BEV,85,74614,Not Eligible,47.679594467321174,-121.52299084584448,567667,Tacoma Power
Clark,Tacoma,99136,2016,Ford,Model 3,BEV,266,42952,Eligible,46.944937892156176,-118.48970560918191,572650,Seattle City Light
Spokane,Vancouver,98762,2016,Nissan,Model 3,BEV,129,36539,Eligible,48.50949071617293,-121.37306230945055,560665,Puget Sound Energy
Pierce,Vancouver,98475,2014,Hyundai,Bolt,BEV,132,71761,Eligible,46.38135145703196,-121.92572670191457,464745,Seattle City Light
King,Vancouver,98762,2016,Hyundai,i3,BEV,114,71219,Eligible,48.93360321190276,-122.40112463063092,585820,Avista
Pierce,Seattle,99326,2014,Hyundai,Kona Electric,BEV,177,39692,Not Eligible,47.647977893403116,-118.46342038581729,495158,Tacoma Power
King,Spokane,98970,2020,Tesla,Kona Electric,PHEV,71,43120,Eligible,48.27738090780091,-122.65690932306482,775748,Tacoma Power
Spokane,Vancouver,99848,2020,Hyundai,Bolt,PHEV,265,38334,Eligible,45.79959843487969,-120.55060055837271,707539,Avista
Spokane,Seattle,99019,2017,Tesla,Kona Electric,BEV,156,53615,Eligible,46.14210259665603,-120.20495424549824,681330,Avista
Clark,Spokane,99141,2012,Hyundai,Model 3,BEV,158,32903,Not Eligible,48.15441285561971,-119.03196556754285,940172,Puget Sound Energy
Pierce,Tacoma,99836,2018,Chevrolet,Mustang Mach-E,BEV,230,53527,Eligible,45.57695282713763,-119.38365736483553,296945,Tacoma Power
Clark,Seattle,98160,2018,Nissan,Kona Electric,BEV,213,40629,Not Eligible,48.35907295062824,-118.23031562585636,671312,Puget Sound Energy
Pierce,Everett,98400,2021,Chevrolet,Bolt,BEV,117,42740,Eligible,45.54882156542169,-123.20911567947945,778810,Tacoma Power
Clark,Seattle,98197,2021,Hyundai,i3,BEV,341,58782,Eligible,47.799915936714456,-121.57313528893391,681253,Tacoma Power
Snohomish,Seattle,99283,2015,Nissan,Bolt,BEV,229,51708,Eligible,46.77782872081132,-121.67912822796004,372201,Puget Sound Energy
Snohomish,Spokane,98659,2019,Nissan,Leaf,BEV,230,35860,Eligible,47.6402319845172,-122.55089011365129,848609,Tacoma Power
Snohomish,Tacoma,99775,2017,Ford,Bolt,PHEV,218,42438,Eligible,47.936109924461896,-121.62034134993311,895415,Tacoma Power
Snohomish,Everett,99070,2015,Chevrolet,Model 3,PHEV,71,26764,Eligible,46.698663267152064,-121.48652545807113,492613,Puget Sound Energy
King,Vancouver,98398,2015,Ford,Mustang Mach-E,BEV,115,31009,Not Eligible,45.877868568387925,-120.10775099747138,644283,Seattle City Light
Snohomish,Vancouver,99733,2013,Nissan,Mustang Mach-E,BEV,70,45842,Not Eligible,45.74376053711893,-119.18592088697933,214587,Puget Sound Energy
Spokane,Seattle,99582,2013,Tesla,Kona Electric,BEV,149,67372,Eligible,47.561276078968916,-121.0228466615232,333076,Tacoma Power
Spokane,Spokane,98077,2023,Nissan,Model 3,BEV,349,73780,Eligible,47.32229373806939,-118.82344349646303,846988,Avista
King,Spokane,98123,2015,Ford,Leaf,PHEV,152,58435,Not Eligible,48.09770353192396,-121.31492529923273,570897,Seattle City Light
Snohomish,Vancouver,98074,2016,Chevrolet,Model 3,BEV,96,28370,Eligible,47.28407428501378,-121.61315609745405,138886,Avista
Snohomish,Everett,99894,2019,Hyundai,Bolt,PHEV,88,63744,Eligible,46.97856026510808,-119.98227763692934,451169,Seattle City Light
Snohomish,Tacoma,98136,2017,Hyundai,Model 3,BEV,334,75546,Not Eligible,46.893305123826806,-123.34584365801236,589788,Avista
Clark,Everett,98601,2015,Chevrolet,Model 3,PHEV,139,45454,Not Eligible,45.592564159091836,-122.981370696379,195149,Seattle City Light
Pierce,Tacoma,99423,2022,Hyundai,Leaf,BEV,134,66381,Eligible,46.6744502059383,-120.78319796668758,718308,Puget Sound Energy
Clark,Vancouver,98836,2018,Hyundai,Bolt,PHEV,322,63367,Eligible,48.91607055133573,-117.37106737595359,626961,Seattle City Light
Pierce,Tacoma,99528,2019,Ford,i3,BEV,237,28650,Eligible,48.55744451679481,-118.81017343101774,963945,Seattle City Light
Snohomish,Spokane,98499,2013,Chevrolet,i3,BEV,208,70117,Not Eligible,46.65282323461976,-122.92717729824638,123466,Seattle City Light
Snohomish,Seattle,99596,2023,BMW,Mustang Mach-E,BEV,292,50708,Eligible,47.557283917732306,-117.99893291692432,337626,Tacoma Power
Clark,Seattle,98137,2018,Tesla,Kona Electric,BEV,122,67662,Eligible,48.46553860937423,-118.74004499104683,978977,Avista
Clark,Vancouver,98049,2013,Tesla,Model 3,PHEV,98,77772,Eligible,47.04446017862524,-119.52884758293276,609966,Puget Sound Energy
Pierce,Spokane,99794,2013,Hyundai,Mustang Mach-E,PHEV,150,28190,Eligible,45.56285252312553,-118.16809575604034,674694,Avista
Spokane,Everett,98972,2019,Tesla,Leaf,PHEV,51,73113,Not Eligible,45.76078661636524,-120.87328598967078,496904,Avista
Pierce,Spokane,99642,2013,Chevrolet,i3,BEV,293,33789,Not Eligible,47.28637452472047,-122.06024316944996,693572,Puget Sound Energy
Clark,Seattle,99648,2022,Chevrolet,Model 3,PHEV,225,57125,Not Eligible,48.89303781486557,-120.17184797079307,860006,Tacoma Power
Clark,Seattle,99885,2020,Nissan,Leaf,BEV,287,58159,Eligible,47.92623339776604,-119.93252858864243,637953,Seattle City Light
King,Spokane,98253,2023,Nissan,Kona Electric,BEV,108,42459,Eligible,45.748206670034996,-120.00087858193557,644929,Tacoma Power
Clark,Spokane,99653,2012,Tesla,Leaf,BEV,148,60418,Eligible,46.16276306527152,-119.82702035537932,525716,Tacoma Power
King,Seattle,98709,2020,BMW,Model 3,BEV,51,71368,Eligible,48.19963100125898,-117.33341803144532,660085,Seattle City Light
Spokane,Everett,99872,2012,Nissan,Kona Electric,BEV,292,72085,Not Eligible,48.44503915984686,-117.6354034498745,840126,Avista
Pierce,Vancouver,99900,2021,Nissan,Leaf,BEV,346,43768,Eligible,47.66193105166007,-117.8078392623669,408094,Seattle City Light
Pierce,Vancouver,98562,2021,Chevrolet,Kona Electric,BEV,260,74961,Eligible,47.75548109370436,-118.29079072909393,726627,Puget Sound Energy
King,Spokane,98756,2013,BMW,Model 3,PHEV,172,40563,Eligible,45.59918107634184,-117.36771730277565,737719,Seattle City Light
Pierce,Vancouver,99938,2017,Hyundai,Model 3,BEV,278,52885,Not Eligible,48.39985590853528,-122.85978482908388,332275,Avista
Clark,Seattle,99449,2017,Tesla,Kona Electric,BEV,131,46885,Eligible,48.258963228597906,-121.77669880060269,502854,Tacoma Power
Snohomish,Seattle,98546,2012,Nissan,Bolt,BEV,193,31895,Eligible,46.40662300436171,-120.28213635324519,907605,Tacoma Power
King,Spokane,99325,2018,BMW,Mustang Mach-E,BEV,189,75311,Eligible,47.98036851987928,-117.99752579469786,768582,Seattle City Light
Pierce,Spokane,98921,2019,BMW,Leaf,BEV,78,48958,Not Eligible,46.251991122487496,-120.21642287510224,281136,Puget Sound Energy
King,Spokane,98580,2013,Tesla,Leaf,BEV,319,26531,Eligible,45.64115556368029,-118.63777419427967,268082,Avista
King,Everett,99372,2019,BMW,Bolt,BEV,296,30481,Not Eligible,46.203977899066324,-122.59676061588205,353301,Tacoma Power
Snohomish,Vancouver,99855,2020,BMW,Bolt,BEV,61,48932,Not Eligible,46.125201068640045,-121.85931021565236,642383,Seattle City Light
Clark,Spokane,99956,2017,BMW,Bolt,BEV,155,46360,Eligible,46.68211798857197,-118.74345538225514,223554,Puget Sound Energy
King,Tacoma,98048,2016,Nissan,i3,PHEV,81,79847,Not Eligible,46.964573240114106,-122.4292289422298,494655,Puget Sound Energy
Pierce,Tacoma,98916,2023,Tesla,i3,BEV,123,68642,Eligible,47.279886120241976,-121.21618642474297,859277,Tacoma Power
Spokane,Seattle,99097,2020,BMW,Kona Electric,BEV,220,49829,Not Eligible,47.16863856427915,-121.77836932421178,578766,Tacoma Power
King,Vancouver,98703,2023,BMW,i3,PHEV,118,44932,Eligible,46.44736112087851,-121.22589898755389,713311,Avista
King,Spokane,98260,2022,Nissan,Model 3,BEV,186,63931,Eligible,45.60209734000926,-118.8958936809932,731469,Puget Sound Energy
Snohomish,Tacoma,98355,2020,Tesla,Kona Electric,BEV,149,63032,Eligible,47.61785567783003,-121.10899332257179,322310,Avista
Clark,Vancouver,99605,2012,Chevrolet,Leaf,PHEV,195,75383,Eligible,46.885106904465744,-119.89078840304839,907032,Puget Sound Energy
Spokane,Seattle,99625,2022,Nissan,Mustang Mach-E,BEV,58,40890,Not Eligible,46.54535255085642,-122.85044279914634,888898,Puget Sound Energy
Pierce,Everett,99283,2014,Tesla,Model 3,BEV,111,43807,Eligible,48.53429364990679,-118.26738499397491,880637,Seattle City Light
Spokane,Vancouver,98637,2020,BMW,Leaf,BEV,234,36767,Not Eligible,48.11360157729356,-121.09572393328719,599344,Tacoma Power
Pierce,Vancouver,98742,2022,Tesla,Leaf,BEV,78,33071,Eligible,48.502179419303545,-119.28452796628328,800457,Puget Sound Energy
Clark,Everett,99318,2013,Tesla,Kona Electric,BEV,163,78413,Not Eligible,47.23243978149361,-118.78496758919809,996366,Avista
Pierce,Vancouver,99009,2023,Hyundai,Bolt,BEV,192,51149,Eligible,45.95825938244372,-122.13720400627395,677564,Tacoma Power
Snohomish,Seattle,98930,2015,Tesla,Bolt,BEV,169,40540,Eligible,47.936775026424456,-117.74961259780322,543333,Avista
Snohomish,Seattle,98640,2015,Chevrolet,Model 3,BEV,219,60676,Eligible,46.22125822978011,-119.4945423645548,540187,Tacoma Power
Snohomish,Everett,98791,2013,Tesla,Bolt,BEV,206,29712,Not Eligible,47.044303841821005,-120.71328657861537,369072,Tacoma Power
Snohomish,Spokane,99336,2014,Chevrolet,Leaf,BEV,309,51201,Eligible,45.72750276132111,-122.31482130674158,941741,Puget Sound Energy
Spokane,Tacoma,98611,2014,BMW,Bolt,BEV,131,69958,Eligible,48.38857940848044,-117.37504390364215,305719,Seattle City Light
Clark,Spokane,99861,2012,Chevrolet,i3,BEV,291,78035,Eligible,45.94079224366625,-118.59205667314444,796248,Puget Sound Energy
